ID	Name	Desc	sParam1	sParam2
20009	Giao tiếp tích cực	Theo truyền thuyết, đệ tử của {0} đã đến thăm cửa núi của {1}, đúng lúc thấy vài đệ tử nội môn của {1} đang luận kiếm thi pháp. Trong vài ngày, mọi người đã thể hiện nhiều thần thông, tạo ra nhiều cuộc đấu tranh thú vị, cả hai bên đều vui vẻ. Buổi lễ này cũng đã được truyền tụng trong giới tu luyện, quan hệ giữa hai phái cũng nhờ đó mà có chút cải thiện.		
20010	Giao tiếp tích cực	Theo truyền thuyết, trưởng lão của {0} đã đến thăm cửa núi của {1}, gặp gỡ trực tiếp với chưởng môn của {1}, hai bên đã thảo luận trong vài ngày, cuối cùng lặng lẽ rời đi. Sự việc này đã bị người có ý đồ tiết lộ, gây ra nhiều đồn đoán trong giới tu luyện. Quan hệ giữa hai phái cũng nhờ đó mà có chút cải thiện.		
20011	Giao tiếp tiêu cực	Theo truyền thuyết, đệ tử của {0} trong lúc du lịch gần {1} đã gặp vài đệ tử của {1}. Hai bên không hợp ý, đã xảy ra ẩu đả, cuối cùng đều có thương vong, kết thúc trong hận thù. Sự việc này cũng đã được truyền ra, gây ra một số bình luận trong giới tu luyện, quan hệ giữa hai phái có phần xấu đi.		
20012	Giao tiếp tiêu cực	Theo truyền thuyết, trưởng lão của {0} trong lúc du lịch gần {1} đã gặp vài đệ tử của {1}, họ hành xử kiêu ngạo, rất ngạo mạn, thường xuyên nói xấu {0}. Trưởng lão của {0} bị kích thích, đã nổi giận ra tay, gây ra một cuộc tàn sát lớn. Sự việc này sau khi truyền ra, đã gây ra nhiều đồn đoán trong giới tu luyện, quan hệ giữa hai phái cũng xấu đi nhiều.		
20013	Giao tiếp tiêu cực	Theo truyền thuyết, đệ tử của {0} trong lúc du lịch gần [PLACE] đã phát hiện dấu hiệu một trưởng lão của {1} đang bế quan luyện pháp. Đệ tử của {0} đã ẩn nấp nhiều ngày, vào thời điểm then chốt của việc luyện pháp đã bất ngờ tấn công. Trong tình huống bất ngờ, trưởng lão này đã bị phản phệ hoàn toàn, thần hình đều bị hủy diệt. Sự việc này đã gây ra một cơn sóng lớn trong giới tu luyện, quan hệ giữa hai phái cũng xấu đi nhiều.		
20014	Giao tiếp tiêu cực	Theo truyền thuyết, trưởng lão của {0} trong lúc du lịch gần [PLACE] đã tình cờ gặp một trưởng lão của {1} đang giảng đạo, trưởng lão của {0} đã ẩn giấu hành tung của mình, thiết kế phá hỏng buổi giảng của {1}, khiến buổi giảng này trở thành một trò hề, danh tiếng của {1} đã bị giảm sút nghiêm trọng. Sự việc này đã được truyền ra, gần đây trong giới tu luyện trở thành trò cười, quan hệ giữa hai phái cũng xấu đi nhiều.		
20015	Giao tiếp tiêu cực	Theo truyền thuyết, trưởng lão của {0} trong lúc du lịch gần [PLACE] đã tình cờ gặp một trưởng lão của {1}. Sau khi theo dõi, đã phát hiện trưởng lão của {1} đã tìm thấy một động phủ cổ xưa của tiên nhân. Trưởng lão của {0} muốn chia sẻ cơ hội này, nhưng đối phương tự nhiên không đồng ý, hai bên vì vậy đã xảy ra một cuộc chiến lớn, khiến trăm dặm xung quanh thiệt hại nặng nề, hóa thành tro bụi. Sự việc này đã gây ra nhiều sự chú ý trong giới tu luyện, quan hệ giữa hai phái cũng xấu đi nhiều.		
20016	Giao tiếp tiêu cực	Theo truyền thuyết, trưởng lão của {0} trong lúc du lịch gần [PLACE] đã phát hiện một nơi bí mật có linh khí tụ tập, sau khi điều tra đã phát hiện một trưởng lão của {1} đang ở đây vượt qua kiếp nạn. Trưởng lão của {0} đã kích hoạt trận pháp thay đổi ngũ hành tại nơi này, khiến thiên kiếp trở nên mạnh mẽ hơn. Trưởng lão {1} đã ngay tại chỗ bị tiêu diệt. Sự việc này đã gây ra chấn động trong giới tu luyện, quan hệ giữa hai phái cũng xấu đi nhiều.		
20017	Giao tiếp tiêu cực	Theo truyền thuyết, trưởng lão của {0} trong lúc tìm kiếm pháp bảo được khai thác từ [PLACE], đã tình cờ phát hiện trưởng lão của {1} đã đi trước một bước. Trưởng lão của {0} đã ra tay mạnh mẽ, hai bên vì vậy đã gọi nhau đến, xảy ra một trận hỗn chiến lớn, cuối cùng đã biến thành cuộc chiến của hàng chục tu sĩ. Sự việc này gần đây đã gây ra một cơn sóng lớn trong giới tu luyện, quan hệ giữa hai phái cũng xấu đi nhiều.		
20018	Giao tiếp tiêu cực	Theo truyền thuyết, trưởng lão của {0} trong lúc du lịch gần [PLACE] đã tình cờ gặp một đội ngũ của {1} đang vận chuyển thiên tài địa bảo. {0} lập tức ra tay, cướp lấy toàn bộ vật tư này. {1} rất tức giận, đã thông báo sự việc này ra giới tu luyện, yêu cầu {0} phải có lời giải thích, quan hệ giữa hai phái cũng vì vậy mà xấu đi nhiều.		
20019	Giao tiếp tiêu cực	Theo truyền thuyết, trưởng lão của {0} trong lúc du lịch gần [PLACE] đã gặp một đệ tử thiên tài tuyệt đỉnh, nghi ngờ là sự chuyển thế của một tu sĩ cổ đại. Nhưng không ngờ, đệ tử này đã bị trưởng lão của {1} chọn lựa, đang quan sát trong bóng tối. Hai bên vì tranh giành đệ tử này đã bùng nổ một cuộc xung đột dữ dội, cuối cùng thậm chí còn dẫn đến sự xuất hiện của chưởng môn hai bên. Sự việc này gần đây đã gây chấn động trong giới tu luyện, quan hệ giữa hai phái cũng xấu đi nhiều.		
20020	Giao tiếp tiêu cực	Theo truyền thuyết, trưởng lão của {0} đã lén lút vào kho báu của {1} để đánh cắp nhiều bảo vật, sau đó lại thoát thân an toàn. Sau sự việc này đã bị {1} phát hiện, gây ra sự phẫn nộ trong toàn bộ phái {1}. Sự việc này gần đây đã gây chấn động trong giới tu luyện, quan hệ giữa hai phái cũng xấu đi nhiều.		
20021	Giao tiếp tiêu cực	Theo truyền thuyết, trưởng lão của {1} đã lén lút vào kho báu của {0} nhằm đánh cắp thiên tài địa bảo, nhưng đã bị {0} phát hiện. Chưởng môn của {0} tức giận, đã phế bỏ đôi mắt và tứ chi của kẻ xâm nhập này để làm gương. Sự việc này gần đây đã gây chấn động trong giới tu luyện, quan hệ giữa hai phái cũng xấu đi nhiều.		
20022	Giao tiếp tiêu cực	Gần đây, đệ tử được sủng ái nhất của {0} đã xảy ra xung đột với một số đệ tử của {1} gần [PLACE], sau đó xung đột liên tục leo thang, thậm chí khiến các trưởng lão của hai bên xuất hiện, biến thành một cuộc đại chiến pháp thuật.	Cuộc chiến này kéo dài hơn một tháng, thương vong không thể đếm xuể, {0} cuối cùng giành chiến thắng, môn hạ của hắn cũng từ trận đấu pháp có nhiều tiến bộ đột phá, thực lực môn phái tăng mạnh. {1} thì lại chịu tổn thất nghiêm trọng, thực lực môn phái suy giảm. Sau trận này, mối quan hệ giữa hai phái cũng xấu đi nhiều.	Trận chiến này kéo dài hơn một tháng, thương vong không thể đếm xuể, {0} cuối cùng thất bại, sức mạnh của môn phái bị tổn thất nặng nề. {1} lại thu được nhiều lợi ích, sức mạnh môn phái tăng trưởng mạnh mẽ. Sau trận chiến này, mối quan hệ giữa hai phái cũng xấu đi rất nhiều.
20023	Giao tiếp tiêu cực	Gần đây, {0} và {1} cùng phát hiện một di tích động phủ gần [PLACE], được cho là nơi lưu giữ đạo thống của một đại năng cổ đại, vô cùng quan trọng. Hai bên vì tranh giành cơ hội ở nơi này đã cử ra những tinh anh, bắt đầu một cuộc chiến pháp thuật kịch liệt.	Sau nhiều cuộc tranh đấu, {0} cuối cùng đã thành công chiếm được nơi này, thực lực môn phái tăng mạnh. {1} thì chịu tổn thất nặng nề, thực lực môn phái suy giảm. Sau trận này, mối quan hệ giữa hai phái cũng xấu đi nhiều.	Sau nhiều cuộc tranh đấu, {1} cuối cùng đã thành công chiếm được nơi đây, sức mạnh môn phái tăng vọt. {0} lại phải chịu tổn thất nặng nề, sức mạnh môn phái giảm sút. Sau trận chiến này, mối quan hệ giữa hai phái cũng xấu đi rất nhiều.
20024	Giao tiếp tiêu cực	Không biết vì lý do gì, gần đây {0} đã phát động một lượng lớn đệ tử tấn công vào cửa núi của {1}, hai bên đã bố trí trận pháp, gây ra sự hỗn loạn trong thiên tượng trong vòng hàng trăm dặm, khiến giới tu luyện chấn động.	Chiếm được lợi thế trước, {0} cuối cùng giành chiến thắng, môn hạ của hắn cũng từ trận đấu pháp có nhiều tiến bộ đột phá, thực lực môn phái tăng mạnh. {1} lại chịu tổn thất nghiêm trọng, thực lực môn phái suy giảm. Sau trận này, mối quan hệ giữa hai phái cũng xấu đi nhiều.	Nhờ chiếm được địa lợi và có sự hỗ trợ từ sơn môn, {1} cuối cùng đã chiến thắng, các đệ tử dưới trướng cũng từ cuộc đấu pháp mà có nhiều tiến bộ và đột phá, sức mạnh môn phái tăng vọt. {0} lại chịu tổn thất nặng nề, sức mạnh môn phái giảm sút. Sau trận chiến này, mối quan hệ giữa hai phái cũng xấu đi rất nhiều.
20025	Giao tiếp tiêu cực	Gần đây, một đại năng của {0} đã bị {1} thiết kế ám sát tại [PLACE]. {0} mất đi trụ cột, toàn phái tức giận, đã phát động phản kích mạnh mẽ vào {1} tại [PLACE]. Hai bên đã cử ra hàng trăm đệ tử đấu pháp trong nhiều ngày, kiếm khí chồng chéo trong vòng trăm dặm, vô số sinh linh chịu khổ.	Trong trận đấu pháp, {0} tức giận ra tay, gần như tiêu diệt toàn bộ đối thủ, môn hạ của hắn cũng từ trận đấu pháp có nhiều tiến bộ đột phá, thực lực môn phái lại có phần tăng lên. {1} ngược lại chịu tổn thất nặng nề, thực lực môn phái suy giảm. Sau trận này, mối quan hệ giữa hai phái cũng xấu đi nhiều.	Trong cuộc đấu pháp, {0} vì tức giận mà mất bình tĩnh, không may rơi vào bẫy liên hoàn của {1}, thất bại thảm hại, sức mạnh môn phái bị tổn thất nặng nề. {1} lại thu được nhiều lợi ích, sức mạnh môn phái tăng vọt. Sau trận chiến này, mối quan hệ giữa hai phái cũng xấu đi rất nhiều.
20026	Giao tiếp tiêu cực	Gần đây, nhiều thiên tài địa bảo của {0} đã bị đánh cắp, trưởng lão trong phái đã thi triển thuật truy tìm, phát hiện chính là đệ tử của {1} đã đánh cắp. Đối mặt với sự chất vấn của {0}, {1} lại tuyên bố không biết gì. Mâu thuẫn giữa hai bên không thể hòa giải, đã hẹn nhau đấu pháp tại gần [PLACE] để phân rõ đúng sai.	Trong trận đấu pháp lần này, {0} ra toàn bộ tinh nhuệ, chiếm ưu thế lớn, cuối cùng buộc {1} phải khuất phục bồi thường. {0} cũng vì vậy mà thực lực môn phái tăng mạnh. {1} thì không những mất cả người mà còn mất cả quân, thực lực môn phái suy giảm. Mối quan hệ giữa hai phái cũng xấu đi nhiều.	Trong cuộc đấu pháp lần này, {1} đã có sự chuẩn bị từ trước, chiếm ưu thế lớn, thành công buộc {0} phải rút lui, sức mạnh môn phái tăng vọt. {0} lại mất đi nhiều bảo vật một cách vô ích, sức mạnh môn phái giảm sút. Mối quan hệ giữa hai phái cũng xấu đi rất nhiều.
20027	Giao tiếp tiêu cực	Gần đây, {0} đã lén lút liên lạc với một tu sĩ cổ đại ẩn cư để mời ông gia nhập phái mình trở thành trưởng lão khách. Nhưng không ngờ, tu sĩ này cũng là mục tiêu của {1}. {1} rất tức giận, đã khẩn cấp phái cử tinh anh trong phái đến [PLACE] để chặn giết đoàn người này.	Xuất phát từ sự coi trọng đối với tên cổ tu này, {0} đã điều động nhiều trưởng lão tinh nhuệ, thành công đánh lui kẻ địch, thực lực môn phái tăng mạnh. {1} thì không những mất cả người mà còn mất cả quân, thực lực môn phái suy giảm. Mối quan hệ giữa hai phái cũng xấu đi nhiều.	Có tâm mà không có ý, {0} bất ngờ bị tấn công, nhiều đệ tử đều mất mạng. Mặc dù tên cổ tu này đã trốn thoát thành công, nhưng sức mạnh môn phái cũng bị tổn thất nặng nề. {1} lại nhân cơ hội cướp đoạt nhiều pháp bảo bí tàng mà cổ tu để lại khi chạy trốn, sức mạnh môn phái tăng vọt. Mối quan hệ giữa hai phái cũng xấu đi rất nhiều.
20028	Thăm viếng	Một vị tiên hữu gần đây đã đi dạo gần đây, nhớ rằng cửa núi của bạn phái ở gần đó, nên đã ghé qua thăm.	Tiên hữu tới thăm.	
20034	Tấn công	Một số đệ tử của [TXT] đã nhận lệnh mật từ phái, tấn công vào phái của bạn.		
20040	Hợp tác	Theo truyền thuyết, {0} và {1} để khám phá một thế giới dị thường mới phát hiện, sắp sửa tiến hành hợp tác toàn diện. Hai phái trong một thời gian tới sẽ tránh xung đột, tăng cường giao lưu.		
20041	Hợp tác	Không biết vì lý do gì, gần đây chưởng môn của {0} đột nhiên đơn độc đến {1}, đã thảo luận bí mật với chưởng môn của {1} trong vài ngày. Sau khi trở về, hai bên đã hạn chế đệ tử của mình, giảm bớt xung đột, tăng cường hợp tác.		
20042	Hợp tác	Gần đây, {0} và {1} liên tục xảy ra tranh chấp, khiến giới tu luyện không ngừng chém giết, rất bất ổn. Các chưởng môn của các phái đã liên danh hạn chế đệ tử của hai phái, hòa giải tranh chấp.		
20044	Mâu thuẫn	Gần đây, đệ tử truyền thừa của chưởng môn {0} đã chết trong một sự cố do tay {1}. Chưởng môn {0} tức giận, tuyên bố mở chiến tranh toàn diện với {1}. Mâu thuẫn giữa hai bên ngay lập tức leo thang.		
20045	Mâu thuẫn	Gần đây, chưởng môn của {0} và {1} cùng trở về từ một cuộc thảo luận về thế giới dị thường, không biết vì lý do gì mà trở mặt thành thù. Các phái bị ảnh hưởng bởi sự việc này, trong một thời gian, mâu thuẫn leo thang, tranh chấp liên tục.		
20046	Mâu thuẫn	Gần đây, các đệ tử tinh anh của {0} và {1} đã khám phá một di tích của tiên nhân, không ngờ toàn quân bị tiêu diệt. Hai phái vì vậy nảy sinh nghi ngờ, trong một thời gian ngắn đã phát sinh nhiều tranh chấp.		
20048	Sức mạnh gia tăng	Theo truyền thuyết, một trưởng lão trong phái {0} đã bế quan hơn một nghìn năm, đã thành công tu luyện đại pháp và ra ngoài. {0} lại thêm một đại năng.		
20049	Sức mạnh gia tăng	Theo truyền thuyết, {0} đã tìm thấy một động phủ nhỏ của một phái cổ đại tại [PLACE], sau khi thu hoạch, sức mạnh của phái đã tăng vọt.		
20050	Sức mạnh gia tăng	Theo truyền thuyết, {0} đã đánh bại một con rồng tại [PLACE], thu được nhiều bảo vật linh khí, sức mạnh của phái đã tăng vọt.		
20051	Sức mạnh gia tăng	Theo truyền thuyết, {0} đã đánh bại một con phượng hoàng dữ tợn tại [PLACE], thu được nhiều bảo vật linh khí, sức mạnh của phái đã tăng vọt.		
20052	Sức mạnh gia tăng	Theo truyền thuyết, {0} đã đánh bại một con rồng nến tại [PLACE], thu được nhiều bảo vật linh khí, sức mạnh của phái đã tăng vọt.		
20053	Sức mạnh gia tăng	Theo truyền thuyết, {0} đã tìm thấy một động phủ của một thợ khí cổ đại, thu được nhiều linh khí có thể gửi gắm nguyên thần, sức mạnh của phái đã tăng vọt.		
20054	Sức mạnh gia tăng	Theo truyền thuyết, một bậc thầy đã thăng thiên trong phái {0} đột nhiên ban xuống nhiều ân huệ, sức mạnh của phái đã tăng vọt.		
20055	Sức mạnh gia tăng	Theo truyền thuyết, {0} đã tối ưu hóa trận pháp cốt lõi trong phái, sức mạnh của phái đã tăng vọt.		
20056	Sức mạnh gia tăng	Theo truyền thuyết, khi linh căn thiên địa trong phái {0} chín muồi, đã thu hút dao động của thiên đạo, linh khí tụ tập. Nhờ vào sự ban phước này, toàn bộ sức mạnh của phái đã tăng vọt.		
20057	Sức mạnh gia tăng	Theo truyền thuyết, tổ sư của {0} đã đột nhiên ban xuống pháp thân, giảng đạo cho phái. Sức mạnh của phái đã tăng vọt.		
20058	Sức mạnh gia tăng	Theo truyền thuyết, một phái nhỏ ẩn cư dưới biển sâu đã chạy trốn khỏi mối đe dọa của quái vật khổng lồ trong biển, đã đầu quân cho {0}, nhờ đó sức mạnh của phái đã tăng vọt.		
20059	Sức mạnh gia tăng	Theo truyền thuyết, {0} gần đây đã cải cách luật pháp trong phái, tái phân chia các hội quán, toàn bộ phái đã được đổi mới. Sức mạnh của phái đã tăng vọt.		
20060	Sức mạnh giảm	Theo truyền thuyết, một đại năng trong phái {0} vì lưu lại phàm gian quá lâu mà phải đối mặt với thiên kiếp. Trong khi vượt qua kiếp nạn, do thiên tượng đột biến mà suýt chút nữa đã ngã xuống dưới thiên tượng.		
20061	Sức mạnh giảm	Theo truyền thuyết, toàn phái {0} đã mắc phải một căn bệnh kỳ lạ giống như cúm, khiến nhiều đệ tử nội môn chết đi. Sức mạnh của phái đã bị tổn thất nghiêm trọng.		
20062	Sức mạnh giảm	Theo truyền thuyết, khi toàn bộ trưởng lão của phái {0} ra ngoài, phái đã bị quái rồng xâm nhập. Dưới sự ban phước của nước, nhiều thiên tài địa bảo đã bị hủy hoại. Sức mạnh của phái đã giảm sút nghiêm trọng.		
20063	Sức mạnh giảm	Theo truyền thuyết, khi toàn bộ trưởng lão của phái {0} ra ngoài, phái đã bị phượng hoàng dữ tợn xâm nhập. Dưới ánh mắt của mặt trời, nhiều thiên tài địa bảo đã bị hủy hoại. Sức mạnh của phái đã giảm sút nghiêm trọng.		
20064	Sức mạnh giảm	Theo truyền thuyết, khi toàn bộ trưởng lão của phái {0} ra ngoài, phái đã bị rồng nến xâm nhập. Nhiều quả trứng âm dương đang ấp đã gây ra tổn thất lớn cho phái. Sức mạnh của phái đã giảm sút nghiêm trọng.		
20065	Sức mạnh giảm	Theo truyền thuyết, một nhánh phân hội của {0} đã mang theo nhiều bảo vật của phái và phản bội, sức mạnh của phái đã bị tổn thất lớn.		
20066	Sức mạnh giảm	Theo truyền thuyết, tinh anh của {0} trong khi khám phá động phủ của tiên nhân cổ đại đã vô tình kích hoạt cảnh báo của tiên phủ, toàn quân bị tiêu diệt. Sức mạnh của phái cũng vì vậy mà bị tổn thất lớn.		
20067	Sức mạnh giảm	Theo truyền thuyết, đệ tử cốt lõi của {0} đã mắc sai sót trong khi luyện tập trận pháp, bị phản phệ và đều bị thương nặng. Sức mạnh của phái đã giảm sút nghiêm trọng.		
20068	Sức mạnh giảm	Theo truyền thuyết, trưởng lão của {0} trong lúc tu luyện đã tâm trạng sụp đổ, đi vào ma đạo, đã gây ra một cuộc tàn sát lớn trong phái, khiến phái chịu tổn thất nặng nề.		
20069	Sức mạnh giảm	Theo truyền thuyết, trưởng lão trong phái {0} đã bị mua chuộc, phản bội mà đi. Khi rời đi còn lợi dụng tình hình hỗn loạn để đánh cắp nhiều bảo vật. Sức mạnh của phái đã giảm sút nghiêm trọng.		
20070	Sức mạnh giảm	Theo truyền thuyết, phái {0} đã gặp phải một hiện tượng đêm dài liên tiếp hiếm thấy, khiến nhiều cây linh thảo trong ruộng thuốc của phái chết héo. Sức mạnh của phái đã giảm sút nghiêm trọng.		
20071	Sức mạnh giảm	Theo truyền thuyết, khi linh căn thiên địa trong phái {0} chín muồi do sát khí quá nặng, đã thu hút nhiều tà ma đến cướp đoạt. Hai bên đã bùng nổ một cuộc chiến đẫm máu trong phái, sức mạnh của phái đã giảm sút nghiêm trọng.		
20072	Bổ sung khẩn cấp	Theo truyền thuyết, một trưởng lão trong phái {0} đã bế quan hơn một nghìn năm, đã thành công tu luyện đại pháp và ra ngoài. {0} lại thêm một đại năng.		
20073	Bổ sung khẩn cấp	Theo truyền thuyết, tổ sư của {0} đã phân thân xuống trần. {0} lại thêm một đại năng.		
20074	Bổ sung khẩn cấp	Theo truyền thuyết, một trưởng lão của {0} đã tình cờ thừa kế di sản của một đại năng cổ đại, công lực tăng mạnh, gần đuổi kịp tiên thiên. {0} lại thêm một đại năng.		
20075	Sức mạnh gia tăng	Theo truyền thuyết, {0} đã nhận được sự giúp đỡ bí mật, sức mạnh đã tăng vọt.		
20076	Sức mạnh gia tăng	Theo truyền thuyết, {0} đã nhận được sự giúp đỡ bí mật, sức mạnh đã tăng vọt.		
20077	Sức mạnh gia tăng	Theo truyền thuyết, {0} đã nhận được sự giúp đỡ bí mật, sức mạnh đã tăng vọt.		
20078	Sức mạnh gia tăng	Theo truyền thuyết, {0} đã nhận được sự giúp đỡ bí mật, sức mạnh đã tăng vọt.		
20079	Sức mạnh gia tăng	Theo truyền thuyết, {0} đã nhận được sự giúp đỡ bí mật, sức mạnh đã tăng vọt.		
20080	Sức mạnh gia tăng	Theo truyền thuyết, {0} đã nhận được sự giúp đỡ bí mật, sức mạnh đã tăng vọt.		
20081	Sức mạnh gia tăng	Theo truyền thuyết, {0} đã nhận được sự giúp đỡ bí mật, sức mạnh đã tăng vọt.		
20082	Sức mạnh giảm	Theo truyền thuyết, {0} đã bị cản trở bí mật, sức mạnh đã suy yếu.		
20083	Sức mạnh giảm	Theo truyền thuyết, {0} đã bị cản trở bí mật, sức mạnh đã suy yếu.		
20084	Sức mạnh giảm	Theo truyền thuyết, {0} đã bị cản trở bí mật, sức mạnh đã suy yếu.		
20085	Sức mạnh giảm	Theo truyền thuyết, {0} đã bị cản trở bí mật, sức mạnh đã suy yếu.		
20086	Sức mạnh giảm	Theo truyền thuyết, {0} đã bị cản trở bí mật, sức mạnh đã suy yếu.		
20087	Sức mạnh giảm	Theo truyền thuyết, {0} đã bị cản trở bí mật, sức mạnh đã suy yếu.		
20088	Sức mạnh giảm	Theo truyền thuyết, {0} đã bị cản trở bí mật, sức mạnh đã suy yếu.		
29001	Đại năng vẫn lạc	Đại năng của {0} đã vì bạn mà ngã xuống. {0} rất tức giận.		
29002	Sự kiện đóng cửa	Gần đây, phái {0} đã chịu tổn thất nghiêm trọng về sức mạnh, vì vậy đã ra lệnh đóng cửa núi, hạn chế các đệ tử, hành động cẩn thận, phục hồi sức mạnh.		
29003	Kết thúc đóng cửa	Theo truyền thuyết, {0} đã mở lại cửa núi, bắt đầu hoạt động trở lại.		
29004	Người thăm viếng chết	    [NAME] đã mất mạng trong phái của bạn, [TXT] rất tức giận.		
29005	Người thăm viếng rời đi	    [NAME] đã nhận được sự đãi ngộ của [TXT] trong phái của bạn.		
29006	Môn phái quy phục	    [TXT] không thể chống đỡ được sức tấn công của bạn, chỉ có thể bày tỏ sự phục tùng và hứa hẹn sẽ nộp cống phẩm hàng năm để thể hiện sự tôn trọng.		
29007	Phong sơn bắt đầu	Gần đây, {0} đã bị người xâm nhập, vì vậy đã tăng cường cảnh giác.		
29008	Phong sơn kết thúc	Theo truyền thuyết, {0} đã ngừng trạng thái cảnh giác.		
29009	Đại năng vẫn lạc	Đại năng của {0} đã vì bạn mà ngã xuống. {0} chỉ có thể bày tỏ sự phản đối.		
29010	Đệ tử vẫn lạc	Đại năng của {0} đã vì bạn mà ngã xuống. {0} rất tức giận.		
29011	Đệ tử vẫn lạc	Đại năng của {0} đã vì bạn mà ngã xuống. {0} chỉ có thể bày tỏ sự phản đối.		


