ID	Desc	Name
10	[b][align=center][color=#ffe5a1][size=22]Cách chơi mới--Hồng Trần Chúng Sinh[/size][/color][/align][/b][b][size=20][color=#F2D896]Mở khóa Dị văn:[/size][/color][/b]\nTrong giao diện Quản lý môn phái, mở khóa lối vào hệ thống Dị văn. Những thông tin đã Thu thập có thể được Xem tại đây. Bạn có thể tận dụng những thông tin này để kết giao thiên hạ, hợp tung liên hoành hoặc gây sóng gió.\n\n[b][size=20][color=#F2D896]Xã giao giang hồ:[/size][/color][/b]\nBây giờ, mỗi Nhân vật đều sống động và cụ thể. Bạn có thể, dựa theo nhu cầu của mình, thông qua các Hành vi như Trò chuyện, Thảo luận, Invite, Tặng quà để Thu nhận thông tin mục tiêu, dò hỏi Tin nhắn cần thiết, có được Bảo vật mong muốn.\nThông tin của mỗi Nhân vật bao gồm các khía cạnh sau: [b]Bí mật, Hành tung, Tính cách, điểm yếu, Tuyệt học, Vật yêu thích, Vật phẩm không ưa thích, Bảo vật mang theo.[/b]\n\n[b][size=20][color=#F2D896]Kịch bản mới:[/size][/color][/b]\nTrên đời không có bức tường nào không thấm gió, chỉ cần sự việc đã xảy ra, chắc chắn sẽ để lại dấu vết gì đó trên thế giới này. Chỉ là những Bí mật này, người khác nhau biết đến khác nhau, hiểu cũng khác nhau, thật giả đúng sai thế nào? Nhưng có thể chắc chắn rằng, những Người tham gia chắc chắn sẽ giữ kín như bưng. Trong quá trình truy tìm sự Diệt môn của Thái Nhất Môn, sẽ gặp phải các câu đố khó giải, những câu đố này sẽ hiển thị trong trang Bí mật. Tìm ra các Manh mối rải rác, từ đó ghép nên sự thật ẩn giấu, điều này không hề dễ dàng.\nĐể phá giải Bí mật, cần Thu thập Người tham gia, động cơ của Người tham gia, và Bằng chứng liên quan.\n\n[b][size=20][color=#F2D896]Người tham gia:[/size][/color][/b]\nNhững Người tham gia có thể liên quan đến Bí mật này.\nĐối với một số Manh mối Người tham gia thu được qua nghe đồn, cần có Bằng chứng tương ứng mới có thể khiến chúng có hiệu lực.\n\n[b][size=20][color=#F2D896]Động cơ:[/size][/color][/b]\nThông thường, Người tham gia đều có động cơ riêng. Nếu không tìm được động cơ đủ thuyết phục, thì Người tham gia sẽ không có hiệu lực.\nĐối với một số Manh mối động cơ thu được qua nghe đồn, cần có Bằng chứng tương ứng mới có thể khiến chúng có hiệu lực.\n\n[b][size=20][color=#F2D896]Bằng chứng:[/size][/color][/b]\nBằng chứng thường được dùng để hỗ trợ chứng minh tính chính xác của Người tham gia và Manh mối động cơ. Đôi khi, Bằng chứng then chốt có thể nối kết các giai đoạn, khiến Bí mật trở nên rõ ràng.\n\n[b][size=20][color=#F2D896]Sự thật:[/size][/color][/b]\nKhi tập hợp đủ Người tham gia, động cơ và Bằng chứng, Bí mật sẽ được giải đáp.\nSau khi giải đáp một Bí mật, có thể sẽ nhận được Bí mật mới chờ đợi phá giải, hoặc có thể đạt được câu trả lời cuối cùng, sự thật được phơi bày.	Hồng Trần Chúng Sinh
11	[b][align=center][color=#ffe5a1][size=22]Thần thông mới[/size][/color][/align][/b][b][size=20][color=#F2D896]Thiên tâm quan:[/size][/color][/b]\nTĩnh tọa và chuyển hóa tín ngưỡng tích lũy thành tu vi.\n[b][size=20][color=#F2D896]Thần tâm quan:[/size][/color][/b]\nTĩnh tọa và chuyển hóa tín ngưỡng tích lũy thành tu vi cực nhanh, nhưng tỷ lệ chuyển hóa thấp.\n[b][size=20][color=#F2D896]Quy nhất quan:[/size][/color][/b]\nTĩnh tọa và chuyển hóa tín ngưỡng tích lũy thành tu vi nhanh chóng, nhưng tỷ lệ chuyển hóa hơi thấp.\n[b][size=20][color=#F2D896]Tâm Trai:[/size][/color][/b]\nVào trạng thái Tâm Trai, dần làm giảm ảnh hưởng của tâm trạng lên cảm xúc bản thân, và hiệu quả này sẽ được duy trì thêm một khoảng thời gian sau khi hoàn tất. Thời gian tu Tâm Trai bao lâu thì hiệu quả kéo dài bấy lâu.\n[b][size=20][color=#F2D896]Hoàn hồn thuật:[/size][/color][/b]\nHồi sinh một nhân vật đang hấp hối hoặc đã tử vong. Bản thân nhận được 10 điểm thần tính.\n[b][size=20][color=#F2D896]Âm dương nghịch chuyển:[/size][/color][/b]\nHồi sinh tất cả nhân vật phe ta đang hấp hối hoặc đã tử vong trong khu vực. Bản thân nhận được 100 điểm thần tính.\n[b][size=20][color=#F2D896]Tịnh tâm:[/size][/color][/b]\nHóa giải một chấp niệm cho nhân vật, và nhận được một kết tinh chấp niệm.\n[b][size=20][color=#F2D896]Thần hóa:[/size][/color][/b]\nThi triển pháp thuật khiến thần tính của bản thân tạm thời tăng lên cực hạn. Mỗi lần sử dụng sẽ vĩnh viễn tăng 1 điểm thần tính.\n[b][size=20][color=#F2D896]Khuyên hóa:[/size][/color][/b]\nKhuyên hóa nhân vật nội môn đồng minh hoặc trung lập, thử khiến họ trở thành tín đồ cốt lõi.\n[b][size=20][color=#F2D896]Tĩnh Tâm:[/size][/color][/b]\nSử dụng lên một nhân vật không tu thần đạo, giảm hệ số khuếch đại cảm xúc 25%, kéo dài 7 ngày.\n[b][size=20][color=#F2D896]Cảm hoá thuật:[/size][/color][/b]\nTrong 10 ngày tăng 100% sản lượng vật tư cơ bản tại khu vực thần linh phụ thể của bản thân.\n[b][size=20][color=#F2D896]Ứng nguyện thuật:[/size][/color][/b]\nTrong 4 ngày tăng 200% sản lượng vật tư cơ bản tại khu vực thần linh phụ thể của bản thân.\n[b][size=20][color=#F2D896]Duy tôn pháp:[/size][/color][/b]\nTrong 1 ngày tăng 500% sản lượng vật tư cơ bản tại khu vực thần linh phụ thể của bản thân.\n[b][size=20][color=#F2D896]Lục Nhâm Thần Toán:[/size][/color][/b]\nChọn một nhân vật, thử lấy hành tung của họ. Đạo hạnh càng cao, thông tin biết được càng nhiều, tỷ lệ thành công càng cao.\n[b][size=20][color=#F2D896]Pháp truy tung thần linh:[/size][/color][/b]\nChọn một nhân vật, thử lấy hành tung của họ. Số lượng thần dân càng nhiều, thông tin biết được càng nhiều, tỷ lệ thành công càng cao.	Thần thông mới
12	[b][align=center][color=#ffe5a1][size=22]Thêm nội dung mới[/size][/color][/align][/b][b][size=20][color=#F2D896]Đạo cụ mới:[/size][/color][/b]\n[b]·Thần Xá Lợi:[/b]\nXá lợi chứa sức mạnh tín ngưỡng còn sót lại sau khi hủy Di thể thần linh. Nếu có thể chịu được Thần lực của nó, luyện nhập vào cơ thể sẽ tăng mạnh Thần tính, vĩnh viễn nâng cao Tâm cảnh và tăng giới hạn Thần dân. Mang trên người cũng có hiệu quả nhỏ.\n[b]·Kết tinh Chấp niệm:[/b]\nKết tinh tách ra từ Chấp niệm của con người, chứa đựng Thất Tình Lục Dục và tạp niệm trọc khí mãnh liệt, chưa rõ có thể sử dụng vào việc gì.\n[b]·Cuộn mật cổ đại:[/b]\nMột Cuộn mật cổ đại được lưu truyền từ thưở xưa, còn chưa biết bên trong ghi chép gì.\n[b]·Tinh tủy Thất Thương Tinh:[/b]\nTinh tủy chứa sức mạnh của Thất Thương Tinh, nếu cảm ứng bằng Bí Pháp Thần Đạo, có thể dẫn lực lượng Thất Thương Tinh làm Hộ pháp.[b]\n\n[size=20][color=#F2D896]Công trình mới:[/size][/color][/b]\n[b]·Di thể thần linh:[/b]\nDi thể mà Thần linh để lại nhân gian sau khi giác ngộ, có nhiều diệu dụng khó lường.\n\n[b][size=20][color=#F2D896]Tin tức bí mật mới:[/size][/color][/b]\n[b]·Khai mở Kim Hộp:[/b]\nGần đây nước Ngọc Tinh Đàm tại Đại Tuyết Nguyên dâng trào, điềm báo kho báu Kim Hộp sắp được mở sau bảy ngày. Bên trong chứa vô số kỳ trân dị bảo mà Ma Đế Phụ Bích Không thu thập khắp thiên hạ, các Tu Hành Giả đều tranh nhau kéo tới.\n[b]·Trùng kiến đại diện:[/b]\nNghe nói tín đồ của Thái Nhất Môn không nơi nào để thờ phụng, tiếng oán than vang dậy, có nên đi hỏi cho rõ ràng không?\n\n	Nội dung thêm
13	[b][align=center][color=#ffe5a1][size=22]Lối chơi mới--Đạo Phù Tu[/size][/color][/align][/b][b][size=20][color=#F2D896]Công pháp mới:[/size][/color][/b]\n[b]《Thái Nguyên Ngũ Phù Vân Lục》:[/b] Là công pháp Tu luyện do cổ đại Tiên nhân Vân Trung Tử sáng tạo trên cơ sở Kim Đan pháp, mở ra một con đường mới. Pháp môn này không chỉ chứa nhiều Phù chú bí ẩn, mà còn dùng Linh khí bản thân làm mực, vẽ Bản mệnh chân phù, thực sự chiếm hữu sức mạnh Phù chú cho bản thân.\n\n[b][size=20][color=#F2D896]Nhân vật mới Hà Túc Đạo:[/size][/color][/b]\nTương truyền Hà Túc Đạo của Cực Thiên Cung sở hữu một công pháp vô cùng đặc biệt, có thể ngưng tụ Bản mệnh chân phù, ẩn chứa nhiều huyền diệu.\n\n[b][color=#F2D896]Bản mệnh chân phù:[/size][/color][/b]\nDùng linh khí của bản thân làm mực, linh mạch trong cơ thể làm giấy, vẽ nên Bản mệnh chân phù, tùy theo lượng linh khí tiêu hao chia thành 5 nét bút: Bạch Vân pháp, Bích Linh pháp, Lam U pháp, Tử Huyền pháp, Đề Tôn pháp; hiệu quả phù chú tối đa có thể tăng 4 lần!\n\n[b][size=20][color=#F2D896]Mở khóa 23 loại Phù chú mới.[/size][/color][/b]	Đạo phù chú
14	[b][align=center][color=#ffe5a1][size=22]Chơi mới -- Con đường Trận pháp[/size][/color][/align][/b][b][size=20][color=#F2D896]Mở khóa hệ thống Trận pháp:[/size][/color][/b]\nMột trận pháp hoàn chỉnh gồm một Trận xu và nhiều Trận nhãn. Tu sĩ có thể thu thập Trận xu và Trận nhãn mới thông qua tìm kiếm bí tịch, cảm ngộ Thiên Đạo, sau đó tự do kết hợp để tạo thành trận pháp.\nThông qua trận pháp, người chơi có thể tập hợp nhiều tu sĩ thành một thể, cùng vinh cùng họa. Họ có thể chia sẻ tổn thương hoặc hiệp lực phóng thích pháp bảo, thuật pháp vượt ngoài giới hạn cá nhân để gây tổn thưởng nặng nề cho đối thủ.\n\n[b][size=20][color=#F2D896]Huyền cơ trận pháp:[/size][/color][/b]\nCái gọi là huyền cơ, chính là quy luật tương quan hiện giữa vạn vật dưới đất trời. Qua hàng nghìn năm tổng kết, tu chân giới đã ghi nhận hơn hai mươi loại huyền cơ lưu truyền rộng rãi. Trận xu và Trận nhãn liên kết với nhau nhờ cộng hưởng huyền cơ, đó cũng là nền tảng vận hành của đạo trận pháp.\nCác loại huyền cơ khác nhau sẽ tạo ra hiệu quả riêng biệt. Vì vậy, trận pháp với sự kết hợp huyền cơ khác nhau sẽ mang lại hiệu quả biến hóa khôn lường.\n\n[b][size=20][color=#F2D896]Trận pháp Chân ý:[/size][/color][/b]\nTrận pháp Chân ý là cảnh giới đặc biệt tiềm tàng trong Trận xu. Chân ý trận pháp được kích hoạt qua sự kết nối huyền cơ giữa Trận xu và Trận nhãn, một khi trận pháp lĩnh ngộ chân ý, hiệu quả sẽ được nâng lên rất nhiều.\n\n[b][size=20][color=#F2D896]Trận đồ Thượng cổ:[/size][/color][/b]\nBên cạnh những trận pháp do tu sĩ tự sắp xếp Trận xu và Trận nhãn, tu chân giới còn lưu truyền vô số Trận đồ thượng cổ. Những trận đồ này có uy lực cực mạnh, nguyên lý bố trí đã mất, chỉ có thể sắp xếp theo bản vẽ có sẵn. Nếu người bố trận đáp ứng điều kiện đặc biệt, thậm chí còn có thể khơi dậy huyền bí tiềm tàng trong trận pháp và phát huy toàn bộ uy lực vô song của nó.	Trận Pháp Chi Đạo
15	[b][align=center][color=#ffe5a1][size=22]Lối chơi mới--Nguyên thần phân thần[/size][/color][/align][/b][b][size=20][color=#F2D896]Mở khóa Nguyên thần phân thần:[/size][/color][/b]\nTu Hành Giả đạt đến Cảnh giới Nguyên thần có thể thông qua tu luyện, nghiên cứu bí thuật, sử dụng Đan dược, tham ngộ Thiên Đạo, thách thức Thiên kiếp v.v... để nhận được Nguyên thần phân thần. Sử dụng Nguyên thần phân thần giúp Tu Hành Giả Cảnh giới Nguyên thần vượt lên một tầm cao mới.\n\n[b][size=20][color=#F2D896]Nguyên thần ký thác:[/size][/color][/b]\nTu Hành Giả Cảnh giới Nguyên thần có thể thông qua Nguyên thần ký thác chi thuật để hợp luyện cảm ngộ và ký ức tu luyện vào Trang bị. Tuy điều này sẽ khiến bản thể Tu Hành Giả mất đi phần năng lực này, nhưng đồng thời cũng mở ra không gian Trưởng thành mới.\n\n[b][size=20][color=#F2D896]Mở khóa nhiều loại Thiên kiếp:[/size][/color][/b]\nKhi Đạo hành và tuổi thọ Đột phá đạt đến một giới hạn nhất định, Tu Hành Giả có thể thách thức Thiên kiếp tương ứng để phá vỡ trói buộc của Thiên Đạo, đạt được không gian Tu luyện mới.\n\n[b]·[/b]Mỗi lần vượt qua Thiên kiếp Đạo hành, tuổi thọ, và Thiên kiếp lưu giữ sẽ nhận được một Nguyên thần phân thần.	Nguyên thần phân thần
16	[b][align=center][color=#ffe5a1][size=22]Cách chơi mới -- Đấu giá[/size][/color][/align][/b]Diệp Huyền sẽ thỉnh thoảng tổ chức các buổi đấu giá. Trong đó, các vật phẩm đa dạng kỳ lạ, và những người tham gia cũng đủ mọi loại, có người giàu có, có người mang ý đồ xấu, có người được lệnh đến. Muốn có được bảo vật quý hiếm với giá rẻ, cần phải nghĩ đủ mọi cách.\n\n[b][size=20][color=#F2D896]Đấu giá phàm phẩm:[/size][/color][/b]\nBán một số đan dược và bảo vật thông thường, thường xuyên mở cửa. Người tham gia đấu giá phàm phẩm cũng là những tu sĩ bình thường, họ có tài chính eo hẹp, sức mua hạn chế.\n\n[b][size=20][color=#F2D896]Đấu giá bách bảo:[/size][/color][/b]\nCác vật phẩm đa dạng, người tham gia cũng hỗn tạp, cần phải vận dụng mưu kế mới có thể thu được lợi.\n\n[b][size=20][color=#F2D896]Đấu giá huyền bí:[/size][/color][/b]\nCác vật phẩm đấu giá chứa đầy bí ẩn, không thể nhận biết. Thứ bạn mua được rốt cuộc là bảo vật giá cao ngất ngưởng? Hay chỉ là vật vô dụng? Chỉ có thể dựa vào chính bạn để phân biệt.\n\n[b][size=20][color=#F2D896]Đấu giá trân phẩm:[/size][/color][/b]\nCác vật phẩm đều là kỳ trân dị bảo, khách mời cũng đều là những người khí chất phi phàm. Có thể vượt trội đám đông hay không, điều đó phụ thuộc vào thực lực của bạn.	Đấu giá
17	[b][align=center][color=#ffe5a1][size=22]Tin tức bí mật mới[/size][/color][/align][/b][b][size=20][color=#F2D896]Dấu vết nghi ngờ của người cũ:[/size][/color][/b]\nGần đây, có người dân quanh vùng nói rằng trên núi Đồng Lăng xuất hiện một kẻ lạ mặt, hai cánh tay dài bất thường, bước đi cực nhanh, vượt núi băng đèo như đi trên đất bằng. Nghe tả hình dáng, dường như đó là Thất Sư Huynh, người trước đây trong môn từng rất say mê trận pháp. Lẽ nào huynh ấy cũng may mắn sống sót sau đại kiếp này? Có lẽ nên dành thời gian đến xem thử.\n\n[b][size=20][color=#F2D896]Kim hộp khai mở:[/size][/color][/b]\nĐầm Ngọc Tinh tại Đại Tuyết Nguyên gần đây nước dâng cuồn cuộn, báo hiệu kho báu Kim Hộp bên trong sắp mở sau bảy ngày nữa. Kho báu Kim Hộp cất giữ những kỳ trân dị bảo mà Ma Đế Phó Bích Không từng thu thập khắp thiên hạ, khiến giới tu luyện khắp nơi đều nô nức kéo đến.	Bí mật mới
18	[b][align=center][color=#ffe5a1][size=22]Thêm mới nội dung[/size][/color][/align][/b][b][size=20][color=#F2D896]Thần thông mới:[/size][/color][/b]\n[b]·Phong Linh Thuật:[/b]\nSử dụng lên yêu thú bất tỉnh hoặc ngã xuống có cảnh giới thấp hơn mình, phong ấn chúng thành Linh khế.\n[b]·Phân Thần Chi Thuật:[/b]\nVận chuyển Nguyên thần bản mệnh, cưỡng ép phân liệt để có thêm một Phân thần. Trong quá trình này sẽ mất đi lượng Linh khí tối đa và lão hóa nhanh chóng. Sử dụng Phân Thần Chi Thuật càng nhiều, cái giá phải trả càng lớn.\n\n[b][size=20][color=#F2D896]Loại trang bị mới:[/size][/color][/b]\n[b]·[/b]Áo choàng\n[b]·[/b]Linh khế\n\n[b][size=20][color=#F2D896]Linh sủng mới:[/size][/color][/b]\n[b]·[/b]Linh Hồ Tần Mộ Tuyết\n\n[b][size=20][color=#F2D896]Mở khóa công trình:[/size][/color][/b]\n[b]·[/b]Tượng Linh Hồ: Dùng để hồi sinh hoặc triệu hồi Linh Hồ.\n\n[b][size=20][color=#F2D896]Mở khóa đạo cụ:[/size][/color][/b]\n[b]·Bình Triều Tịch Đan:[/b]\nThần đan thời thái cổ, tương truyền được luyện từ một sợi khí thanh trọc tiên thiên khai thiên tịch địa. Phương pháp luyện chế đã thất truyền từ lâu. Uống đan này có thể tái hiện khai thiên tịch địa trong Nguyên thần để có được hai Phân thần. Mỗi đời chỉ dùng được một lần, chỉ có hiệu quả khi tu vi đạt Kỳ nguyên thần.\n[b]·Lạc Triều Tịch Đan:[/b]\nThần đan thời thái cổ, phương pháp luyện chế đã thất truyền từ lâu. Uống đan này có thể minh bạch một bản thể khác trong Nguyên thần để tạo ra một Phân thần. Mỗi đời chỉ dùng được một lần, chỉ có hiệu quả khi tu vi đạt Kỳ nguyên thần.\n[b]·Liệt Thần Đan:[/b]\nThần đan thời thái cổ, phương pháp luyện chế đã thất truyền từ lâu. Uống đan này có thể dựa vào dược tính bá đạo để cưỡng ép tạo ra một Phân thần, nhưng đan này sẽ gây tổn hại nghiêm trọng vĩnh viễn đến Tâm cảnh của Tu Hành Giả. Chỉ có hiệu quả khi tu vi đạt Kỳ nguyên thần.\n[b]·Thế Thân Đan:[/b]\nSau khi uống có thể sử dụng thế thân tham gia đấu giá, nếu Linh thạch không đủ có thể lập tức đào thoát.\n[b]·Nấm kỳ lạ:[/b]\nNấm kỳ lạ, ın vào có thể xuất hiện ảo giác.\n[b]·Đông trùng hạ thảo:[/b]\nLoại cỏ có hình thái đa dạng, chỉ chín vào mùa đông và mùa hè, còn được gọi là bách biến thảo. Uống vào có thể tạm thời nâng cao khả năng thích nghi với môi trường khắc nghiệt.\n[b]·Thư mời đấu giá:[/b]\nThư mời đấu giá do Diệp Huyền tổ chức.	Nội dung thêm
19	[b][align=center][color=#ffe5a1][size=22]Gameplay mới - Tu luyện Luyện Thể[/size][/color][/align][/b]Nếu coi phàm nhân như một thùng gỗ đầy lỗ hổng, thì linh khí sẽ xuyên qua mà không thể lưu giữ. Tu sĩ tiên đạo chính là vá lại những lỗ hổng đó, biến thành một chiếc bình kín và không ngừng mở rộng. Còn luyện thể giả thì khác, họ dùng tinh hoa trời đất để tôi luyện thân thể, biến chiếc thùng thành khối đặc, từ đó bài xích mọi hiệu ứng huyền diệu của linh khí: đan dược, phù chú, thần thông đều vô dụng. Vì vậy, một khi đã bước vào con đường luyện thể thì không thể quay đầu, chỉ có chết mới dừng lại - đó chính là tinh túy cốt lõi của Luyện Thể Đạo.\n\n[b][size=20][color=#F2D896]Công pháp mới:[/size][/color][/b]\n[b]《Thái Cổ Hình Ý Lục Hợp Chân Thể》:[/b]\nCông pháp luyện thể truyền lại từ thời Thái Cổ, mượn hình vạn vật, thấu hiểu ý trời đất, thông tỏ quy luật lục hợp. Công pháp này giỏi hòa hợp với tự nhiên, từng tầng tiến hóa, cuối cùng đúc thành Lục Hợp Vạn Hóa Chân Thể đạt tới cảnh giới nhục thân thành thánh, Phá Toái Hư Không.\n\n[b]《Man Cực Kim Thân》:[/b]\nLuyện thể thuật do nhân loại sáng tạo dựa trên thiên phú yêu thể của đại yêu thời Thái Cổ. Công pháp này nổi tiếng hung mãnh bạo liệt, đặc biệt giỏi tôi luyện xương cốt, cuối cùng đúc thành Man Cực Chi Thân, nhục thân thành thánh, Phá Toái Hư Không.\n\n[b]《Yêu Tổ Thánh Thể》:[/b]\nTương truyền là luyện thể thuật do Yêu Tổ truyền lại. Công pháp này cực kỳ giỏi tôi luyện nội tạng, cho rằng trong ngũ tạng lục phủ của sinh linh ẩn chứa vô tận bảo tàng, khai phá được bí ẩn bên trong thì có thể nhục thân thành thánh, Phá Toái Hư Không. Lưu ý: công pháp này chứa nhiều bí thể đặc chế cho Yêu tộc, nếu cơ thể không tương thích sẽ khó phát huy uy lực.\n\n[b]《Bại Diệt Tà Thể》:[/b]\nCổ đại có một nhóm luyện thể giả cho rằng thế gian này là lồng giam, còn Vĩnh Dạ là ánh sáng từ ngoài lồng. Họ hút lấy một loại tinh hoa kỳ dị từ Vĩnh Dạ để tôi luyện thân thể, tin rằng cuối cùng sẽ tu thành bảo phiệt phá vỡ lồng giam vượt Khổ Hải. Lưu phái luyện thể này cuồng tín Vĩnh Dạ, từng bị thế nhân bài xích gọi là Bại Diệt Tà Giáo. Căn bản đại pháp của họ được gọi là 《Bại Diệt Tà Thể》.\n\n[b][size=20][color=#F2D896]Hấp thu thiên địa:[/size][/color][/b]\nLuyện thể giả có thể thông qua thổ nạp nguyên khí trời đất, dùng thân thể cường tráng lọc lấy tinh hoa đại đạo để tôi luyện. Địa điểm và thời gian hấp thu khác nhau sẽ thu được tinh hoa khác nhau. Ví dụ giữa trưa thu được Thái Dương tinh hoa, nửa đêm thu được Thái Âm tinh hoa, thậm chí có đại luyện thể giả khi vượt kiếp vẫn thản nhiên hấp thu, có thể lọc ra quý giá kiếp diệt tinh hoa...\n\n[b][size=20][color=#F2D896]Nuốt chửng vạn vật:[/size][/color][/b]\nNhờ năng lực tiêu hóa siêu phàm, luyện thể giả không như phàm nhân chỉ ăn đồ thông thường. Họ có thể nuốt chửng vạn vật, từ đó lọc ra các loại tinh hoa đại đạo để tôi luyện. Ví dụ nuốt vật phẩm hỏa tính thu được hỏa tinh, nuốt vảy ngược Giao Long thu được Nguyên tinh Giao Long, thậm chí những thứ ô uế trong mắt thường nhân cũng ẩn chứa tinh hoa đặc biệt có thể bị luyện thể giả lọc ra...\n\n[b][size=20][color=#F2D896]Tôi luyện toàn thân:[/size][/color][/b]\nLuyện thể giả lấy bản thân nguyên khí làm lửa, nung chảy tinh hoa đại đạo tôi luyện thân thể, khiến từng bộ phận tiến hóa. Tu sĩ luyện thể ban đầu chỉ tôi luyện được da thịt. Khi tu vi tăng lên, xương cốt, nội tạng đều có thể cường hóa. Cuối cùng đạt tới Bất Phôi Kim Thân, tung hoành thiên địa.\n\n[b][size=20][color=#F2D896]Kết cấu bí thể:[/size][/color][/b]\nYêu tộc cổ đại đa phần có thiên phú thần thông mạnh mẽ, dựa vào kết cấu cơ thể đặc thù mà sinh ra. Luyện thể tu sĩ bắt chước sáng tạo ra phương pháp ngưng luyện những thân thể đặc biệt này, gọi là Bí Thể.\nKhi tu luyện theo phương pháp ghi trong Bí Thể, tôi luyện từng bộ phận theo cách đặc định sẽ thành công ngưng tụ Bí Thể. Bí Thể thường có hiệu quả cực mạnh, kích hoạt ở giao diện Trang bị có thể dùng để tấn công hoặc phòng ngự.\n\n[b][size=20][color=#F2D896]Chiến pháp đặc biệt:[/size][/color][/b]\nDựa vào thân thể chiến đấu, luyện thể giả có nhiều đặc tính đặc biệt:\n[b]· Xuyên thấu hộ thuẫn:[/b]\nCách vận chuyển chân khí đặc thù của họ có thể giảm mạnh tỷ lệ chuyển hóa sát thương của linh khí hộ thuẫn đối phương.\n[b]· Trấn áp pháp bảo:[/b]\nThân thể cường tráng và phản xạ nhanh cho phép họ trực tiếp bắt giữ pháp bảo để trấn áp. Tuy nhiên trấn áp pháp bảo hao tổn chân khí nghiêm trọng.\n[b]· Tư thế chiến đấu:[/b]\nHọ điều khiển thân thể như tứ chi, nếu muốn có thể trực tiếp đón nhận Phi Kiếm pháp bảo, thẳng tiến công kích bản thể mục tiêu.\n\n[b][size=20][color=#F2D896]Ký ức khổ nạn:[/size][/color][/b]\nNhững khổ ải trong đời luyện thể giả đều là tài sản quý. Họ khắc sâu những khổ nạn đã trải qua, đến thời khắc then chốt sẽ bùng nổ thành cuồng nộ, thúc đẩy chiến lực bản thân.	Tu hành Luyện thể
20	[b][align=center][color=#ffe5a1][size=22]Cách chơi mới--Yêu tộc xuất thế[/size][/color][/align][/b][b][size=20][color=#F2D896]Địa điểm mới: Vạn Yêu Điện[/size][/color][/b]\n\n[b][size=20][color=#F2D896]Thêm 11 loại yêu tộc:[/size][/color][/b]\nNguyệt tinh yêu, Phụ ly yêu, Bá đô yêu, Lê nô yêu, Ô kiên yêu, Trệ thú yêu, Trường cốt yêu, Tốn vũ yêu, Hỗ yêu, Ngọc linh yêu, Thỉ yêu.\n[b]·Thêm địch yêu tộc[/b]\n\n[b][size=20][color=#F2D896]Thêm khởi đầu nhân vật yêu tộc:[/size][/color][/b]\nGiờ đây có thể chọn khởi đầu bằng yêu tộc, khi tạo Luân hồi giả cũng có thể tạo Luân hồi giả yêu tộc.\n\n[b][size=20][color=#F2D896]Thêm 22 trải nghiệm khởi đầu riêng cho nhân vật yêu tộc:[/size][/color][/b]\nKhi chọn khởi đầu bằng yêu tộc, có thể lựa chọn 22 trải nghiệm khởi đầu độc quyền cho yêu tộc.\n\n[b][size=20][color=#F2D896]Thêm bí kíp《Vạn Thú Thông Tâm Quyết》:[/size][/color][/b]\nCó thể học phương pháp khai mở linh trí động vật, có thể giao dịch với môn phái Bách Man Sơn để nhận.\n\n[b][size=20][color=#F2D896]Thêm bí kíp《Vạn Tượng Thông Tâm Quyết》:[/size][/color][/b]\nCó thể học thần thông giúp các loài động vật khác nhau trải nghiệm cảm giác thực tế. Có thể giao dịch với môn phái Thục Sơn để nhận.	Yêu tộc xuất hiện
